Site,"Alvarado Creek","Alvarado Creek","Alvarado Creek"
"02-10-2025 22:13:00",51.4,751.6,14.30
"02-10-2025 22:23:00",52.3,752.3,14.30
"02-10-2025 22:33:00",52.1,754.7,14.30
"02-10-2025 22:43:00",51.2,754.7,14.30
"02-10-2025 22:53:00",50.4,754.0,14.29
"02-10-2025 23:03:00",52.1,754.0,14.29
"02-10-2025 23:13:00",51.5,756.4,14.29
"02-10-2025 23:23:00",51.1,755.8,14.28
"02-10-2025 23:33:00",50.4,757.5,14.27
"02-10-2025 23:43:00",51.5,759.6,14.27
"02-10-2025 23:53:00",52.4,759.3,14.27
"02-11-2025 00:03:00",51.9,758.7,14.27
"02-11-2025 00:13:00",52.5,760.5,14.27
"02-11-2025 00:23:00",53.8,760.2,14.27
"02-11-2025 00:33:00",50.6,762.0,14.26
"02-11-2025 00:43:00",50.0,763.6,14.25
"02-11-2025 00:53:00",51.3,763.9,14.24
"02-11-2025 01:03:00",51.7,766.0,14.21
"02-11-2025 01:13:00",51.8,768.6,14.19
"02-11-2025 01:23:00",51.0,769.4,14.17
"02-11-2025 01:33:00",50.6,773.6,14.13
"02-11-2025 01:43:00",50.1,775.7,14.10
"02-11-2025 01:53:00",51.7,778.0,14.07
"02-11-2025 02:03:00",50.7,777.8,14.04
"02-11-2025 02:13:00",53.2,779.0,14.01
"02-11-2025 02:23:00",52.2,779.0,13.98
"02-11-2025 02:33:00",51.6,778.7,13.95
"02-11-2025 02:43:00",51.2,778.5,13.93
"02-11-2025 02:53:00",50.9,776.7,13.89
"02-11-2025 03:03:00",50.0,781.1,13.86
"02-11-2025 03:13:00",50.7,777.5,13.83
"02-11-2025 03:23:00",51.1,778.2,13.80
"02-11-2025 03:33:00",52.2,776.4,13.78
"02-11-2025 03:43:00",50.3,775.8,13.75
"02-11-2025 03:53:00",52.2,776.3,13.73
"02-11-2025 04:03:00",52.3,774.2,13.69
"02-11-2025 04:13:00",50.8,773.8,13.67
"02-11-2025 04:23:00",51.3,771.9,13.65
"02-11-2025 04:33:00",51.2,770.8,13.61
"02-11-2025 04:43:00",49.5,765.2,13.59
"02-11-2025 04:53:00",50.3,768.3,13.56
"02-11-2025 05:03:00",52.6,766.9,13.53
"02-11-2025 05:13:00",49.8,768.1,13.51
"02-11-2025 05:23:00",51.1,766.0,13.49
"02-11-2025 05:33:00",50.3,763.9,13.47
"02-11-2025 05:43:00",51.4,762.0,13.44
"02-11-2025 05:53:00",51.0,761.4,13.42
"02-11-2025 06:03:00",51.2,759.0,13.40
"02-11-2025 06:13:00",50.1,758.4,13.38
"02-11-2025 06:23:00",51.1,756.7,13.36
"02-11-2025 06:33:00",51.2,755.0,13.34
"02-11-2025 06:43:00",51.8,754.1,13.32
"02-11-2025 06:53:00",50.2,753.5,13.30
"02-11-2025 07:03:00",49.7,752.0,13.28
"02-11-2025 07:13:00",48.9,750.7,13.27
"02-11-2025 07:23:00",49.9,749.1,13.25
"02-11-2025 07:33:00",50.6,748.5,13.24
"02-11-2025 07:43:00",50.3,745.2,13.23
"02-11-2025 07:53:00",50.6,744.1,13.22
"02-11-2025 08:03:00",50.4,744.8,13.22
"02-11-2025 08:13:00",50.1,743.7,13.21
"02-11-2025 08:23:00",50.9,742.0,13.20
"02-11-2025 08:33:00",50.5,742.3,13.20
"02-11-2025 08:43:00",51.5,740.0,13.19
"02-11-2025 08:53:00",50.2,739.4,13.19
"02-11-2025 09:03:00",50.7,737.8,13.19
"02-11-2025 09:13:00",51.1,737.8,13.18
"02-11-2025 09:23:00",49.5,736.6,13.18
"02-11-2025 09:33:00",50.2,735.0,13.19
"02-11-2025 09:43:00",49.6,731.9,13.19
"02-11-2025 09:53:00",50.1,731.5,13.20
"02-11-2025 10:03:00",51.9,728.7,13.22
"02-11-2025 10:13:00",50.3,725.6,13.24
"02-11-2025 10:23:00",49.9,722.7,13.27
"02-11-2025 10:33:00",49.7,720.1,13.30
"02-11-2025 10:43:00",50.2,717.5,13.32
"02-11-2025 10:53:00",50.3,719.3,13.34
"02-11-2025 11:03:00",50.0,715.2,13.36
"02-11-2025 11:13:00",50.0,714.1,13.38
"02-11-2025 11:23:00",49.8,714.4,13.39
"02-11-2025 11:33:00",48.9,707.5,13.41
"02-11-2025 11:43:00",50.7,710.6,13.42
"02-11-2025 11:53:00",48.9,708.4,13.44
"02-11-2025 12:03:00",48.8,709.3,13.46
"02-11-2025 12:13:00",49.5,705.9,13.48
"02-11-2025 12:23:00",49.4,706.4,13.49
"02-11-2025 12:33:00",49.0,706.4,13.49
"02-11-2025 12:43:00",49.2,706.1,13.49
"02-11-2025 12:53:00",49.6,703.3,13.50
"02-11-2025 13:03:00",47.8,703.8,13.51
"02-11-2025 13:13:00",50.3,703.4,13.51
"02-11-2025 13:23:00",49.8,704.0,13.52
"02-11-2025 13:33:00",49.5,700.6,13.52
"02-11-2025 13:43:00",49.1,702.4,13.52
"02-11-2025 13:53:00",48.5,696.4,13.53
"02-11-2025 14:03:00",49.0,698.4,13.53
"02-11-2025 14:13:00",50.4,693.2,13.54
"02-11-2025 14:23:00",48.4,693.6,13.54
"02-11-2025 14:33:00",49.0,697.3,13.54
"02-11-2025 14:43:00",49.5,695.8,13.53
"02-11-2025 14:53:00",50.1,698.6,13.52
"02-11-2025 15:03:00",48.2,701.2,13.51
"02-11-2025 15:13:00",50.7,700.8,13.49
"02-11-2025 15:23:00",49.2,700.0,13.47
"02-11-2025 15:33:00",50.1,700.2,13.46
"02-11-2025 15:43:00",49.1,696.3,13.46
"02-11-2025 15:53:00",49.9,696.2,13.45
"02-11-2025 16:03:00",49.4,696.4,13.43
"02-11-2025 16:13:00",47.7,694.0,13.41
"02-11-2025 16:23:00",49.4,691.3,13.42
"02-11-2025 16:33:00",50.5,690.6,13.42
"02-11-2025 16:43:00",49.2,691.1,13.42
"02-11-2025 16:53:00",49.3,687.8,13.42
"02-11-2025 17:03:00",49.0,683.9,13.42
"02-11-2025 17:13:00",49.2,684.1,13.41
"02-11-2025 17:23:00",50.5,681.1,13.40
"02-11-2025 17:33:00",50.1,681.1,13.39
"02-11-2025 17:43:00",50.1,680.5,13.38
"02-11-2025 17:53:00",48.8,681.2,13.37
"02-11-2025 18:03:00",49.6,678.5,13.35
"02-11-2025 18:13:00",49.6,677.9,13.34
"02-11-2025 18:23:00",48.6,678.1,13.32
"02-11-2025 18:33:00",48.7,676.4,13.31
"02-11-2025 18:43:00",50.1,676.1,13.30
"02-11-2025 18:53:00",49.1,675.2,13.29
"02-11-2025 19:03:00",48.9,676.4,13.27
"02-11-2025 19:13:00",49.8,676.7,13.26
"02-11-2025 19:23:00",49.8,674.9,13.26
"02-11-2025 19:33:00",49.5,674.3,13.25
"02-11-2025 19:43:00",48.4,672.6,13.23
"02-11-2025 19:53:00",50.7,670.8,13.23
"02-11-2025 20:03:00",50.4,669.7,13.22
"02-11-2025 20:13:00",50.0,667.7,13.21
"02-11-2025 20:23:00",50.2,666.5,13.19
"02-11-2025 20:33:00",49.3,665.9,13.18
"02-11-2025 20:43:00",48.2,664.5,13.17
"02-11-2025 20:53:00",48.8,664.4,13.16
"02-11-2025 21:03:00",48.3,661.7,13.15
"02-11-2025 21:13:00",49.8,661.0,13.14
"02-11-2025 21:23:00",49.1,662.2,13.13
"02-11-2025 21:33:00",50.0,660.9,13.12
"02-11-2025 21:43:00",49.5,661.0,13.12
"02-11-2025 21:53:00",48.2,660.9,13.11
"02-11-2025 22:03:00",48.6,658.9,13.10
"02-11-2025 22:13:00",49.4,657.2,13.10
"02-11-2025 22:23:00",49.3,655.8,13.09
"02-11-2025 22:33:00",48.3,657.2,13.08
"02-11-2025 22:43:00",48.5,656.2,13.08
"02-11-2025 22:53:00",48.9,652.8,13.08
"02-11-2025 23:03:00",48.4,656.2,13.08
"02-11-2025 23:13:00",49.5,653.8,13.08
"02-11-2025 23:23:00",48.4,651.8,13.08
"02-11-2025 23:33:00",49.6,652.6,13.08
"02-11-2025 23:43:00",49.1,653.1,13.08
"02-11-2025 23:53:00",49.8,652.3,13.08
"02-12-2025 00:03:00",48.4,653.3,13.08
"02-12-2025 00:13:00",48.9,652.7,13.09
"02-12-2025 00:23:00",48.8,652.0,13.09
"02-12-2025 00:33:00",51.3,654.0,13.09
"02-12-2025 00:43:00",47.8,653.3,13.10
"02-12-2025 00:53:00",49.1,653.4,13.10
"02-12-2025 01:03:00",49.0,652.4,13.10
"02-12-2025 01:13:00",49.1,651.5,13.10
"02-12-2025 01:23:00",50.4,650.9,13.11
"02-12-2025 01:33:00",49.6,650.0,13.11
"02-12-2025 01:43:00",47.8,652.2,13.11
"02-12-2025 01:53:00",49.3,651.3,13.12
"02-12-2025 02:03:00",48.8,652.9,13.12
"02-12-2025 02:13:00",49.0,653.2,13.12
"02-12-2025 02:23:00",49.4,653.3,13.13
"02-12-2025 02:33:00",49.1,656.6,13.13
"02-12-2025 02:43:00",48.2,657.9,13.13
"02-12-2025 02:53:00",47.1,659.6,13.13
"02-12-2025 03:03:00",49.0,658.4,13.13
"02-12-2025 03:13:00",48.4,658.6,13.13
"02-12-2025 03:23:00",47.3,659.0,13.14
"02-12-2025 03:33:00",46.5,660.0,13.13
"02-12-2025 03:43:00",48.7,664.2,13.12
"02-12-2025 03:53:00",49.2,663.4,13.12
"02-12-2025 04:03:00",49.0,661.9,13.11
"02-12-2025 04:13:00",49.4,664.6,13.09
"02-12-2025 04:23:00",48.7,662.6,13.08
"02-12-2025 04:33:00",49.8,661.7,13.07
"02-12-2025 04:43:00",49.1,662.7,13.06
"02-12-2025 04:53:00",48.0,661.5,13.04
"02-12-2025 05:03:00",49.0,659.6,13.03
"02-12-2025 05:13:00",48.3,659.7,13.01
"02-12-2025 05:23:00",47.6,658.9,13.01
"02-12-2025 05:33:00",48.4,659.8,12.99
"02-12-2025 05:43:00",47.6,659.9,12.97
"02-12-2025 05:53:00",49.0,656.8,12.95
"02-12-2025 06:03:00",50.2,655.7,12.95
"02-12-2025 06:13:00",47.2,654.0,12.93
"02-12-2025 06:23:00",48.0,653.4,12.92
"02-12-2025 06:33:00",48.0,651.7,12.91
"02-12-2025 06:43:00",50.0,649.8,12.89
"02-12-2025 06:53:00",48.9,650.0,12.88
"02-12-2025 07:03:00",49.4,647.6,12.87
"02-12-2025 07:13:00",47.8,647.7,12.85
"02-12-2025 07:23:00",48.8,647.2,12.85
"02-12-2025 07:33:00",48.4,643.9,12.84
"02-12-2025 07:43:00",48.5,641.7,12.83
"02-12-2025 07:53:00",48.5,642.0,12.82
"02-12-2025 08:03:00",48.5,640.1,12.81
"02-12-2025 08:13:00",48.1,640.9,12.80
"02-12-2025 08:23:00",48.9,641.9,12.78
"02-12-2025 08:33:00",47.5,642.2,12.77
"02-12-2025 08:43:00",49.0,642.0,12.77
"02-12-2025 08:53:00",47.5,641.2,12.76
"02-12-2025 09:03:00",47.5,643.3,12.76
"02-12-2025 09:13:00",47.5,644.2,12.76
"02-12-2025 09:23:00",48.1,644.8,12.76
"02-12-2025 09:33:00",47.0,647.1,12.77
"02-12-2025 09:43:00",48.5,649.5,12.79
"02-12-2025 09:53:00",47.6,656.5,12.80
"02-12-2025 10:03:00",48.4,663.8,12.82
"02-12-2025 10:13:00",47.3,679.4,12.83
"02-12-2025 10:23:00",48.4,666.7,12.87
"02-12-2025 10:33:00",48.2,677.8,12.88
"02-12-2025 10:43:00",48.9,672.0,12.90
"02-12-2025 10:53:00",48.1,673.9,12.93
"02-12-2025 11:03:00",48.0,671.8,12.94
"02-12-2025 11:13:00",48.7,672.2,12.95
"02-12-2025 11:23:00",48.9,671.7,12.97
"02-12-2025 11:33:00",49.1,671.8,12.98
"02-12-2025 11:43:00",48.4,669.0,12.99
"02-12-2025 11:53:00",49.0,666.1,13.00
"02-12-2025 12:03:00",47.8,662.9,13.01
"02-12-2025 12:13:00",47.4,656.5,13.04
"02-12-2025 12:23:00",48.4,651.5,13.05
"02-12-2025 12:33:00",48.8,646.7,13.07
"02-12-2025 12:43:00",48.3,640.3,13.08
"02-12-2025 12:53:00",48.9,635.8,13.10
"02-12-2025 13:03:00",49.0,626.6,13.11
"02-12-2025 13:13:00",47.8,619.8,13.13
"02-12-2025 13:23:00",47.9,629.8,13.17
"02-12-2025 13:33:00",46.7,678.7,13.28
"02-12-2025 13:43:00",47.7,720.5,13.39
"02-12-2025 13:53:00",51.6,779.5,13.54
"02-12-2025 14:03:00",51.4,849.0,13.65
"02-12-2025 14:13:00",53.2,908.7,13.81
"02-12-2025 14:23:00",53.0,926.4,13.90
"02-12-2025 14:33:00",52.9,915.2,14.01
"02-12-2025 14:43:00",53.8,902.3,14.10
"02-12-2025 14:53:00",53.7,894.8,14.21
"02-12-2025 15:03:00",54.8,884.0,14.26
"02-12-2025 15:13:00",55.4,881.4,14.32
"02-12-2025 15:23:00",53.8,986.3,14.36
"02-12-2025 15:33:00",51.0,1095.7,14.54
"02-12-2025 15:43:00",47.0,1151.5,14.65
"02-12-2025 15:53:00",46.6,1178.8,14.71
"02-12-2025 16:03:00",47.0,1210.3,14.70
"02-12-2025 16:13:00",46.0,1197.7,14.71
"02-12-2025 16:23:00",43.2,1159.8,14.71
"02-12-2025 16:33:00",41.4,1151.4,14.76
"02-12-2025 16:43:00",41.6,1133.5,14.82
"02-12-2025 16:53:00",40.2,1129.6,14.87
"02-12-2025 17:03:00",39.8,1108.2,14.92
"02-12-2025 17:13:00",40.1,1080.8,14.94
"02-12-2025 17:23:00",41.7,1085.1,14.99
"02-12-2025 17:33:00",41.8,1074.2,15.01
"02-12-2025 17:43:00",42.6,1071.1,15.02
"02-12-2025 17:53:00",43.1,1072.6,15.02
"02-12-2025 18:03:00",43.2,1067.9,15.01
"02-12-2025 18:13:00",44.9,1059.8,14.98
"02-12-2025 18:23:00",45.7,1062.2,14.98
"02-12-2025 18:33:00",44.2,1059.9,14.94
"02-12-2025 18:43:00",46.2,1057.1,14.92
"02-12-2025 18:53:00",46.5,1056.5,14.95
"02-12-2025 19:03:00",46.3,1055.4,14.89
"02-12-2025 19:13:00",46.8,1057.6,14.87
"02-12-2025 19:23:00",47.7,1058.1,14.85
"02-12-2025 19:33:00",48.6,1055.2,14.82
"02-12-2025 19:43:00",48.0,1054.8,14.76
"02-12-2025 19:53:00",47.9,1049.2,14.75
"02-12-2025 20:03:00",48.5,1049.0,14.73
"02-12-2025 20:13:00",50.2,1049.8,14.70
"02-12-2025 20:23:00",50.2,1052.4,14.66
"02-12-2025 20:33:00",49.1,1056.3,14.65
"02-12-2025 20:43:00",49.9,1055.4,14.60
"02-12-2025 20:53:00",50.1,1058.0,14.59
"02-12-2025 21:03:00",50.2,1069.1,14.54
"02-12-2025 21:13:00",51.3,1077.6,14.51
"02-12-2025 21:23:00",49.5,1078.9,14.48
"02-12-2025 21:33:00",50.0,1082.0,14.47
"02-12-2025 21:43:00",50.5,1084.6,14.45
"02-12-2025 21:53:00",50.7,1085.1,14.40
"02-12-2025 22:03:00",50.1,1085.7,14.38
"02-12-2025 22:13:00",50.2,1085.7,14.39
"02-12-2025 22:23:00",49.9,1083.6,14.37
"02-12-2025 22:33:00",49.8,1087.6,14.36
"02-12-2025 22:43:00",49.9,1090.7,14.35
"02-12-2025 22:53:00",48.2,1095.9,14.36
"02-12-2025 23:03:00",50.6,1099.3,14.35
"02-12-2025 23:13:00",49.5,1103.5,14.37
"02-12-2025 23:23:00",50.6,1111.2,14.35
"02-12-2025 23:33:00",49.2,1120.9,14.33
"02-12-2025 23:43:00",49.8,1106.5,14.40
"02-12-2025 23:53:00",50.0,1102.2,14.40
"02-13-2025 00:03:00",51.1,1097.6,14.38
"02-13-2025 00:13:00",51.2,1093.6,14.34
"02-13-2025 00:23:00",50.1,1095.2,14.26
"02-13-2025 00:33:00",50.1,1108.1,14.27
"02-13-2025 00:43:00",51.3,1114.5,14.27
"02-13-2025 00:53:00",50.9,1112.6,14.27
"02-13-2025 01:03:00",51.3,1108.7,14.30
"02-13-2025 01:13:00",50.4,1096.7,14.29
"02-13-2025 01:23:00",51.8,1080.0,14.29
"02-13-2025 01:33:00",50.6,1063.2,14.30
"02-13-2025 01:43:00",52.6,1051.1,14.30
"02-13-2025 01:53:00",52.6,1037.5,14.29
"02-13-2025 02:03:00",52.4,1029.6,14.31
"02-13-2025 02:13:00",51.1,1027.3,14.32
"02-13-2025 02:23:00",53.6,1041.4,14.34
"02-13-2025 02:33:00",53.8,1069.2,14.38
"02-13-2025 02:43:00",54.7,1098.8,14.42
"02-13-2025 02:53:00",55.0,1111.8,14.47
"02-13-2025 03:03:00",54.1,1122.2,14.45
"02-13-2025 03:13:00",54.6,1126.6,14.47
"02-13-2025 03:23:00",54.1,1127.0,14.50
"02-13-2025 03:33:00",54.6,1111.1,14.51
"02-13-2025 03:43:00",55.0,1129.4,14.53
"02-13-2025 03:53:00",55.9,1121.7,14.50
"02-13-2025 04:03:00",58.1,1110.4,14.49
"02-13-2025 04:13:00",58.5,1103.4,14.50
"02-13-2025 04:23:00",57.6,1089.0,14.51
"02-13-2025 04:33:00",57.2,1071.6,14.46
"02-13-2025 04:43:00",58.8,1061.8,14.46
"02-13-2025 04:53:00",60.2,1039.9,14.45
"02-13-2025 05:03:00",57.2,976.4,14.33
"02-13-2025 05:13:00",56.2,909.4,14.28
"02-13-2025 05:23:00",53.1,920.3,14.35
"02-13-2025 05:33:00",53.7,924.2,14.41
"02-13-2025 05:43:00",55.8,942.1,14.45
"02-13-2025 05:53:00",55.9,926.2,14.46
"02-13-2025 06:03:00",58.5,920.0,14.46
"02-13-2025 06:13:00",58.4,920.6,14.47
"02-13-2025 06:23:00",60.7,879.3,14.41
"02-13-2025 06:33:00",57.9,841.0,14.34
"02-13-2025 06:43:00",58.2,822.1,14.30
"02-13-2025 06:53:00",58.6,834.2,14.26
"02-13-2025 07:03:00",56.6,802.5,14.22
"02-13-2025 07:13:00",56.7,783.7,14.20
"02-13-2025 07:23:00",56.2,790.1,14.18
"02-13-2025 07:33:00",55.5,792.6,14.18
"02-13-2025 07:43:00",53.4,766.5,14.13
"02-13-2025 07:53:00",51.8,733.9,14.15
"02-13-2025 08:03:00",52.1,761.4,14.20
"02-13-2025 08:13:00",50.9,733.5,14.22
"02-13-2025 08:23:00",50.8,751.8,14.24
"02-13-2025 08:33:00",51.6,705.4,14.24
"02-13-2025 08:43:00",48.7,680.5,14.24
"02-13-2025 08:53:00",48.5,686.8,14.23
"02-13-2025 09:03:00",48.4,662.9,14.22
"02-13-2025 09:13:00",48.3,661.4,14.23
"02-13-2025 09:23:00",47.9,663.8,14.27
"02-13-2025 09:33:00",47.5,650.2,14.31
"02-13-2025 09:43:00",46.3,642.5,14.33
"02-13-2025 09:53:00",46.4,627.8,14.35
"02-13-2025 10:03:00",46.2,621.5,14.36
"02-13-2025 10:13:00",46.8,630.5,14.38
"02-13-2025 10:23:00",48.3,625.7,14.41
"02-13-2025 10:33:00",46.9,655.1,14.45
"02-13-2025 10:43:00",46.1,639.8,14.48
"02-13-2025 10:53:00",45.4,634.1,14.52
"02-13-2025 11:03:00",45.8,617.7,14.56
"02-13-2025 11:13:00",44.9,622.9,14.59
"02-13-2025 11:23:00",46.6,623.3,14.62
"02-13-2025 11:33:00",46.7,630.2,14.63
"02-13-2025 11:43:00",46.0,637.6,14.65
"02-13-2025 11:53:00",47.6,644.0,14.67
"02-13-2025 12:03:00",47.7,643.9,14.70
"02-13-2025 12:13:00",46.8,653.3,14.73
"02-13-2025 12:23:00",46.3,666.8,14.75
"02-13-2025 12:33:00",47.0,679.4,14.77
"02-13-2025 12:43:00",46.6,693.6,14.79
"02-13-2025 12:53:00",46.5,694.0,14.80
"02-13-2025 13:03:00",46.6,694.8,14.84
"02-13-2025 13:13:00",46.4,694.2,14.89
"02-13-2025 13:23:00",46.4,728.9,14.94
"02-13-2025 13:33:00",46.6,739.2,14.97
"02-13-2025 13:43:00",47.7,742.5,14.96
"02-13-2025 13:53:00",47.4,745.5,14.99
"02-13-2025 14:03:00",46.4,750.8,14.99
"02-13-2025 14:13:00",45.9,754.5,14.98
"02-13-2025 14:23:00",47.7,755.8,15.02
"02-13-2025 14:33:00",46.7,758.7,15.03
"02-13-2025 14:43:00",46.7,759.6,15.04
"02-13-2025 14:53:00",47.2,763.8,15.02
"02-13-2025 15:03:00",46.0,763.9,15.03
"02-13-2025 15:13:00",47.5,764.6,15.02
"02-13-2025 15:23:00",46.1,770.6,14.99
"02-13-2025 15:33:00",47.4,772.3,15.00
"02-13-2025 15:43:00",48.0,771.6,14.99
"02-13-2025 15:53:00",46.4,771.6,15.00
"02-13-2025 16:03:00",46.4,773.5,14.97
"02-13-2025 16:13:00",47.7,776.6,15.00
"02-13-2025 16:23:00",44.8,779.7,14.99
"02-13-2025 16:33:00",47.4,778.7,15.00
"02-13-2025 16:43:00",47.3,776.1,14.94
"02-13-2025 16:53:00",46.1,777.1,14.97
"02-13-2025 17:03:00",47.3,772.5,14.92
"02-13-2025 17:13:00",47.6,774.9,14.90
"02-13-2025 17:23:00",46.9,775.5,14.92
"02-13-2025 17:33:00",48.2,779.9,14.93
"02-13-2025 17:43:00",45.5,782.2,14.93
"02-13-2025 17:53:00",46.2,785.4,14.95
"02-13-2025 18:03:00",45.8,789.6,14.97
"02-13-2025 18:13:00",44.6,790.4,14.94
"02-13-2025 18:23:00",44.3,795.6,14.93
"02-13-2025 18:33:00",44.6,799.3,14.93
"02-13-2025 18:43:00",46.2,805.7,14.95
"02-13-2025 18:53:00",47.3,824.6,14.97
"02-13-2025 19:03:00",45.6,825.8,14.97
"02-13-2025 19:13:00",46.4,831.5,14.92
"02-13-2025 19:23:00",47.4,877.9,14.96
"02-13-2025 19:33:00",45.4,845.4,14.98
"02-13-2025 19:43:00",45.0,879.4,14.98
"02-13-2025 19:53:00",42.8,849.6,14.97
"02-13-2025 20:03:00",44.3,827.2,14.97
"02-13-2025 20:13:00",42.8,788.6,14.93
"02-13-2025 20:23:00",43.5,718.5,14.87
"02-13-2025 20:33:00",43.1,723.1,14.91
"02-13-2025 20:43:00",42.2,715.9,14.95
"02-13-2025 20:53:00",41.2,648.2,14.88
"02-13-2025 21:03:00",43.1,607.2,14.76
"02-13-2025 21:13:00",42.5,552.1,14.65
"02-13-2025 21:23:00",38.3,471.5,14.56
"02-13-2025 21:33:00",33.1,425.0,14.55
"02-13-2025 21:43:00",31.9,400.1,14.51
"02-13-2025 21:53:00",32.2,370.6,14.42
"02-13-2025 22:03:00",33.0,363.1,14.33
"02-13-2025 22:13:00",33.0,349.4,14.27
"02-13-2025 22:23:00",31.9,296.7,14.24
"02-13-2025 22:33:00",29.2,251.2,14.23
"02-13-2025 22:43:00",26.5,215.3,14.22
"02-13-2025 22:53:00",26.4,233.7,14.21
"02-13-2025 23:03:00",28.9,258.8,14.17
"02-13-2025 23:13:00",28.6,269.0,14.16
"02-13-2025 23:23:00",30.5,296.8,14.15
"02-13-2025 23:33:00",30.3,324.6,14.15
"02-13-2025 23:43:00",31.2,338.9,14.16
"02-13-2025 23:53:00",32.8,345.6,14.16
"02-14-2025 00:03:00",31.1,322.4,14.16
"02-14-2025 00:13:00",31.5,345.8,14.15
"02-14-2025 00:23:00",32.0,338.3,14.14
"02-14-2025 00:33:00",29.2,319.3,14.13
"02-14-2025 00:43:00",30.5,320.0,14.11
"02-14-2025 00:53:00",30.2,354.3,14.10
"02-14-2025 01:03:00",31.3,385.2,14.10
"02-14-2025 01:13:00",32.5,424.9,14.11
"02-14-2025 01:23:00",31.9,464.1,14.11
"02-14-2025 01:33:00",32.0,472.6,14.12
"02-14-2025 01:43:00",32.3,516.3,14.12
"02-14-2025 01:53:00",31.5,532.5,14.13
"02-14-2025 02:03:00",33.4,564.5,14.13
"02-14-2025 02:13:00",33.9,631.2,14.14
"02-14-2025 02:23:00",33.5,652.6,14.14
"02-14-2025 02:33:00",35.2,679.1,14.15
"02-14-2025 02:43:00",35.7,693.4,14.15
"02-14-2025 02:53:00",34.9,712.9,14.16
"02-14-2025 03:03:00",36.2,734.7,14.17
"02-14-2025 03:13:00",36.6,745.2,14.18
"02-14-2025 03:23:00",35.0,756.1,14.19
"02-14-2025 03:33:00",37.0,763.2,14.19
"02-14-2025 03:43:00",36.9,777.3,14.20
"02-14-2025 03:53:00",36.9,786.9,14.21
"02-14-2025 04:03:00",39.0,792.0,14.21
"02-14-2025 04:13:00",35.3,805.2,14.22
"02-14-2025 04:23:00",36.1,821.3,14.23
"02-14-2025 04:33:00",35.8,827.3,14.23
"02-14-2025 04:43:00",37.2,835.1,14.22
"02-14-2025 04:53:00",35.9,838.5,14.23
"02-14-2025 05:03:00",36.5,851.5,14.24
"02-14-2025 05:13:00",37.1,859.8,14.26
"02-14-2025 05:23:00",36.7,866.4,14.27
"02-14-2025 05:33:00",37.4,870.2,14.29
"02-14-2025 05:43:00",36.6,872.4,14.27
"02-14-2025 05:53:00",36.2,875.7,14.27
"02-14-2025 06:03:00",37.2,880.9,14.27
"02-14-2025 06:13:00",36.2,884.8,14.30
"02-14-2025 06:23:00",35.2,884.9,14.29
"02-14-2025 06:33:00",37.0,887.1,14.29
"02-14-2025 06:43:00",35.0,899.1,14.29
"02-14-2025 06:53:00",36.2,875.3,14.29
"02-14-2025 07:03:00",36.8,899.8,14.28
"02-14-2025 07:13:00",36.7,910.0,14.28
"02-14-2025 07:23:00",35.9,913.6,14.29
"02-14-2025 07:33:00",36.0,918.7,14.35
"02-14-2025 07:43:00",36.8,924.4,14.32
"02-14-2025 07:53:00",37.5,927.2,14.36
"02-14-2025 08:03:00",37.1,930.5,14.35
"02-14-2025 08:13:00",36.6,937.3,14.35
"02-14-2025 08:23:00",38.1,939.0,14.39
"02-14-2025 08:33:00",37.0,944.9,14.42
"02-14-2025 08:43:00",37.3,942.9,14.47
"02-14-2025 08:53:00",37.8,955.0,14.52
"02-14-2025 09:03:00",36.0,957.3,14.54
"02-14-2025 09:13:00",37.3,963.7,14.59
"02-14-2025 09:23:00",36.8,961.9,14.62
"02-14-2025 09:33:00",37.7,966.2,14.64
"02-14-2025 09:43:00",38.1,968.5,14.67
"02-14-2025 09:53:00",37.9,966.0,14.74
"02-14-2025 10:03:00",38.0,969.1,14.77
"02-14-2025 10:13:00",38.7,882.3,14.97
"02-14-2025 10:23:00",38.1,870.5,15.10
"02-14-2025 10:33:00",37.6,920.4,15.09
"02-14-2025 10:43:00",37.6,949.2,15.03
"02-14-2025 10:53:00",37.9,955.9,15.05
"02-14-2025 11:03:00",37.2,936.2,15.17
"02-14-2025 11:13:00",38.5,902.7,15.29
"02-14-2025 11:23:00",38.8,877.5,15.49
"02-14-2025 11:33:00",39.2,869.3,15.61
"02-14-2025 11:43:00",40.4,858.5,15.74
"02-14-2025 11:53:00",40.3,843.7,15.83
"02-14-2025 12:03:00",38.5,825.1,15.90
"02-14-2025 12:13:00",39.2,840.6,16.02
"02-14-2025 12:23:00",37.9,879.7,16.13
"02-14-2025 12:33:00",38.7,913.4,16.13
"02-14-2025 12:43:00",39.1,928.3,16.13
"02-14-2025 12:53:00",38.9,945.0,16.12
"02-14-2025 13:03:00",40.6,957.6,16.13
"02-14-2025 13:13:00",39.4,954.3,16.17
"02-14-2025 13:23:00",39.2,950.5,16.22
"02-14-2025 13:33:00",39.7,936.2,16.31
"02-14-2025 13:43:00",39.1,929.0,16.35
"02-14-2025 13:53:00",38.8,914.2,16.32
"02-14-2025 14:03:00",39.8,902.2,16.30
"02-14-2025 14:13:00",38.1,891.7,16.28
"02-14-2025 14:23:00",40.2,878.9,16.26
"02-14-2025 14:33:00",39.2,872.6,16.22
"02-14-2025 14:43:00",38.9,862.9,16.21
"02-14-2025 14:53:00",38.9,849.3,16.19
"02-14-2025 15:03:00",38.3,851.7,16.19
