"","agency_cd","site_no","dateTime","X_00065_00000","X_00065_00000_cd","tz_cd"
"3671","USGS","11022830","2024-10-09 06:00:00",1.65,"P","America/Los_Angeles"
"3672","USGS","11022830","2024-10-09 06:15:00",1.65,"P","America/Los_Angeles"
"3673","USGS","11022830","2024-10-09 06:30:00",1.65,"P","America/Los_Angeles"
"3674","USGS","11022830","2024-10-09 06:45:00",1.65,"P","America/Los_Angeles"
"3675","USGS","11022830","2024-10-09 07:00:00",1.65,"P","America/Los_Angeles"
"3676","USGS","11022830","2024-10-09 07:15:00",1.65,"P","America/Los_Angeles"
"3677","USGS","11022830","2024-10-09 07:30:00",1.65,"P","America/Los_Angeles"
"3678","USGS","11022830","2024-10-09 07:45:00",1.65,"P","America/Los_Angeles"
"3679","USGS","11022830","2024-10-09 08:00:00",1.65,"P","America/Los_Angeles"
"3680","USGS","11022830","2024-10-09 08:15:00",1.65,"P","America/Los_Angeles"
"3681","USGS","11022830","2024-10-09 08:30:00",1.66,"P","America/Los_Angeles"
"3682","USGS","11022830","2024-10-09 08:45:00",1.66,"P","America/Los_Angeles"
"3683","USGS","11022830","2024-10-09 09:00:00",1.67,"P","America/Los_Angeles"
"3684","USGS","11022830","2024-10-09 09:15:00",1.67,"P","America/Los_Angeles"
"3685","USGS","11022830","2024-10-09 09:30:00",1.67,"P","America/Los_Angeles"
"3686","USGS","11022830","2024-10-09 09:45:00",1.67,"P","America/Los_Angeles"
"3687","USGS","11022830","2024-10-09 10:00:00",1.68,"P","America/Los_Angeles"
"3688","USGS","11022830","2024-10-09 10:15:00",1.67,"P","America/Los_Angeles"
"3689","USGS","11022830","2024-10-09 10:30:00",1.67,"P","America/Los_Angeles"
"3690","USGS","11022830","2024-10-09 10:45:00",1.67,"P","America/Los_Angeles"
"3691","USGS","11022830","2024-10-09 11:00:00",1.67,"P","America/Los_Angeles"
"3692","USGS","11022830","2024-10-09 11:15:00",1.67,"P","America/Los_Angeles"
"3693","USGS","11022830","2024-10-09 11:30:00",1.66,"P","America/Los_Angeles"
"3694","USGS","11022830","2024-10-09 11:45:00",1.66,"P","America/Los_Angeles"
"3695","USGS","11022830","2024-10-09 12:00:00",1.66,"P","America/Los_Angeles"
"3696","USGS","11022830","2024-10-09 12:15:00",1.65,"P","America/Los_Angeles"
"3697","USGS","11022830","2024-10-09 12:30:00",1.65,"P","America/Los_Angeles"
"3698","USGS","11022830","2024-10-09 12:45:00",1.65,"P","America/Los_Angeles"
"3699","USGS","11022830","2024-10-09 13:00:00",1.65,"P","America/Los_Angeles"
"3700","USGS","11022830","2024-10-09 13:15:00",1.64,"P","America/Los_Angeles"
"3701","USGS","11022830","2024-10-09 13:30:00",1.64,"P","America/Los_Angeles"
"3702","USGS","11022830","2024-10-09 13:45:00",1.64,"P","America/Los_Angeles"
"3703","USGS","11022830","2024-10-09 14:00:00",1.64,"P","America/Los_Angeles"
"3704","USGS","11022830","2024-10-09 14:15:00",1.63,"P","America/Los_Angeles"
"3705","USGS","11022830","2024-10-09 14:30:00",1.64,"P","America/Los_Angeles"
"3706","USGS","11022830","2024-10-09 14:45:00",1.64,"P","America/Los_Angeles"
"3707","USGS","11022830","2024-10-09 15:00:00",1.63,"P","America/Los_Angeles"
"3708","USGS","11022830","2024-10-09 15:15:00",1.63,"P","America/Los_Angeles"
"3709","USGS","11022830","2024-10-09 15:30:00",1.63,"P","America/Los_Angeles"
"3710","USGS","11022830","2024-10-09 15:45:00",1.63,"P","America/Los_Angeles"
"3711","USGS","11022830","2024-10-09 16:00:00",1.63,"P","America/Los_Angeles"
"3712","USGS","11022830","2024-10-09 16:15:00",1.64,"P","America/Los_Angeles"
"3713","USGS","11022830","2024-10-09 16:30:00",1.63,"P","America/Los_Angeles"
"3714","USGS","11022830","2024-10-09 16:45:00",1.63,"P","America/Los_Angeles"
"3715","USGS","11022830","2024-10-09 17:00:00",1.63,"P","America/Los_Angeles"
"3716","USGS","11022830","2024-10-09 17:15:00",1.63,"P","America/Los_Angeles"
"3717","USGS","11022830","2024-10-09 17:30:00",1.63,"P","America/Los_Angeles"
"3718","USGS","11022830","2024-10-09 17:45:00",1.63,"P","America/Los_Angeles"
"3719","USGS","11022830","2024-10-09 18:00:00",1.63,"P","America/Los_Angeles"
"3720","USGS","11022830","2024-10-09 18:15:00",1.63,"P","America/Los_Angeles"
"3721","USGS","11022830","2024-10-09 18:30:00",1.63,"P","America/Los_Angeles"
"3722","USGS","11022830","2024-10-09 18:45:00",1.64,"P","America/Los_Angeles"
"3723","USGS","11022830","2024-10-09 19:00:00",1.63,"P","America/Los_Angeles"
"3724","USGS","11022830","2024-10-09 19:15:00",1.63,"P","America/Los_Angeles"
"3725","USGS","11022830","2024-10-09 19:30:00",1.64,"P","America/Los_Angeles"
"3726","USGS","11022830","2024-10-09 19:45:00",1.63,"P","America/Los_Angeles"
"3727","USGS","11022830","2024-10-09 20:00:00",1.64,"P","America/Los_Angeles"
"3728","USGS","11022830","2024-10-09 20:15:00",1.64,"P","America/Los_Angeles"
"3729","USGS","11022830","2024-10-09 20:30:00",1.64,"P","America/Los_Angeles"
"3730","USGS","11022830","2024-10-09 20:45:00",1.64,"P","America/Los_Angeles"
"3731","USGS","11022830","2024-10-09 21:00:00",1.64,"P","America/Los_Angeles"
"3732","USGS","11022830","2024-10-09 21:15:00",1.64,"P","America/Los_Angeles"
"3733","USGS","11022830","2024-10-09 21:30:00",1.64,"P","America/Los_Angeles"
"3734","USGS","11022830","2024-10-09 21:45:00",1.64,"P","America/Los_Angeles"
"3735","USGS","11022830","2024-10-09 22:00:00",1.64,"P","America/Los_Angeles"
"3736","USGS","11022830","2024-10-09 22:15:00",1.64,"P","America/Los_Angeles"
"3737","USGS","11022830","2024-10-09 22:30:00",1.64,"P","America/Los_Angeles"
"3738","USGS","11022830","2024-10-09 22:45:00",1.64,"P","America/Los_Angeles"
"3739","USGS","11022830","2024-10-09 23:00:00",1.64,"P","America/Los_Angeles"
"3740","USGS","11022830","2024-10-09 23:15:00",1.64,"P","America/Los_Angeles"
"3741","USGS","11022830","2024-10-09 23:30:00",1.64,"P","America/Los_Angeles"
"3742","USGS","11022830","2024-10-09 23:45:00",1.64,"P","America/Los_Angeles"
"3743","USGS","11022830","2024-10-10 00:00:00",1.64,"P","America/Los_Angeles"
"3744","USGS","11022830","2024-10-10 00:15:00",1.64,"P","America/Los_Angeles"
"3745","USGS","11022830","2024-10-10 00:30:00",1.64,"P","America/Los_Angeles"
"3746","USGS","11022830","2024-10-10 00:45:00",1.65,"P","America/Los_Angeles"
"3747","USGS","11022830","2024-10-10 01:00:00",1.64,"P","America/Los_Angeles"
"3748","USGS","11022830","2024-10-10 01:15:00",1.64,"P","America/Los_Angeles"
"3749","USGS","11022830","2024-10-10 01:30:00",1.64,"P","America/Los_Angeles"
"3750","USGS","11022830","2024-10-10 01:45:00",1.64,"P","America/Los_Angeles"
"3751","USGS","11022830","2024-10-10 02:00:00",1.64,"P","America/Los_Angeles"
"3752","USGS","11022830","2024-10-10 02:15:00",1.65,"P","America/Los_Angeles"
"3753","USGS","11022830","2024-10-10 02:30:00",1.64,"P","America/Los_Angeles"
"3754","USGS","11022830","2024-10-10 02:45:00",1.65,"P","America/Los_Angeles"
"3755","USGS","11022830","2024-10-10 03:00:00",1.65,"P","America/Los_Angeles"
"3756","USGS","11022830","2024-10-10 03:15:00",1.65,"P","America/Los_Angeles"
"3757","USGS","11022830","2024-10-10 03:30:00",1.65,"P","America/Los_Angeles"
"3758","USGS","11022830","2024-10-10 03:45:00",1.65,"P","America/Los_Angeles"
"3759","USGS","11022830","2024-10-10 04:00:00",1.65,"P","America/Los_Angeles"
"3760","USGS","11022830","2024-10-10 04:15:00",1.65,"P","America/Los_Angeles"
"3761","USGS","11022830","2024-10-10 04:30:00",1.65,"P","America/Los_Angeles"
"3762","USGS","11022830","2024-10-10 04:45:00",1.65,"P","America/Los_Angeles"
"3763","USGS","11022830","2024-10-10 05:00:00",1.65,"P","America/Los_Angeles"
"3764","USGS","11022830","2024-10-10 05:15:00",1.65,"P","America/Los_Angeles"
"3765","USGS","11022830","2024-10-10 05:30:00",1.65,"P","America/Los_Angeles"
"3766","USGS","11022830","2024-10-10 05:45:00",1.65,"P","America/Los_Angeles"
"3767","USGS","11022830","2024-10-10 06:00:00",1.65,"P","America/Los_Angeles"
"3768","USGS","11022830","2024-10-10 06:15:00",1.65,"P","America/Los_Angeles"
"3769","USGS","11022830","2024-10-10 06:30:00",1.65,"P","America/Los_Angeles"
"3770","USGS","11022830","2024-10-10 06:45:00",1.64,"P","America/Los_Angeles"
"3771","USGS","11022830","2024-10-10 07:00:00",1.65,"P","America/Los_Angeles"
"3772","USGS","11022830","2024-10-10 07:15:00",1.65,"P","America/Los_Angeles"
"3773","USGS","11022830","2024-10-10 07:30:00",1.65,"P","America/Los_Angeles"
"3774","USGS","11022830","2024-10-10 07:45:00",1.65,"P","America/Los_Angeles"
"3775","USGS","11022830","2024-10-10 08:00:00",1.64,"P","America/Los_Angeles"
"3776","USGS","11022830","2024-10-10 08:15:00",1.65,"P","America/Los_Angeles"
"3777","USGS","11022830","2024-10-10 08:30:00",1.65,"P","America/Los_Angeles"
"3778","USGS","11022830","2024-10-10 08:45:00",1.65,"P","America/Los_Angeles"
"3779","USGS","11022830","2024-10-10 09:00:00",1.65,"P","America/Los_Angeles"
"3780","USGS","11022830","2024-10-10 09:15:00",1.65,"P","America/Los_Angeles"
"3781","USGS","11022830","2024-10-10 09:30:00",1.65,"P","America/Los_Angeles"
"3782","USGS","11022830","2024-10-10 09:45:00",1.64,"P","America/Los_Angeles"
"3783","USGS","11022830","2024-10-10 10:00:00",1.65,"P","America/Los_Angeles"
"3784","USGS","11022830","2024-10-10 10:15:00",1.65,"P","America/Los_Angeles"
"3785","USGS","11022830","2024-10-10 10:30:00",1.64,"P","America/Los_Angeles"
"3786","USGS","11022830","2024-10-10 10:45:00",1.65,"P","America/Los_Angeles"
"3787","USGS","11022830","2024-10-10 11:00:00",1.64,"P","America/Los_Angeles"
"3788","USGS","11022830","2024-10-10 11:15:00",1.64,"P","America/Los_Angeles"
"3789","USGS","11022830","2024-10-10 11:30:00",1.64,"P","America/Los_Angeles"
"3790","USGS","11022830","2024-10-10 11:45:00",1.64,"P","America/Los_Angeles"
"3791","USGS","11022830","2024-10-10 12:00:00",1.64,"P","America/Los_Angeles"
"3792","USGS","11022830","2024-10-10 12:15:00",1.63,"P","America/Los_Angeles"
"3793","USGS","11022830","2024-10-10 12:30:00",1.63,"P","America/Los_Angeles"
"3794","USGS","11022830","2024-10-10 12:45:00",1.63,"P","America/Los_Angeles"
"3795","USGS","11022830","2024-10-10 13:00:00",1.63,"P","America/Los_Angeles"
"3796","USGS","11022830","2024-10-10 13:15:00",1.63,"P","America/Los_Angeles"
"3797","USGS","11022830","2024-10-10 13:30:00",1.63,"P","America/Los_Angeles"
"3798","USGS","11022830","2024-10-10 13:45:00",1.63,"P","America/Los_Angeles"
"3799","USGS","11022830","2024-10-10 14:00:00",1.63,"P","America/Los_Angeles"
"3800","USGS","11022830","2024-10-10 14:15:00",1.63,"P","America/Los_Angeles"
"3801","USGS","11022830","2024-10-10 14:30:00",1.62,"P","America/Los_Angeles"
"3802","USGS","11022830","2024-10-10 14:45:00",1.62,"P","America/Los_Angeles"
"3803","USGS","11022830","2024-10-10 15:00:00",1.63,"P","America/Los_Angeles"
"3804","USGS","11022830","2024-10-10 15:15:00",1.63,"P","America/Los_Angeles"
"3805","USGS","11022830","2024-10-10 15:30:00",1.62,"P","America/Los_Angeles"
"3806","USGS","11022830","2024-10-10 15:45:00",1.62,"P","America/Los_Angeles"
"3807","USGS","11022830","2024-10-10 16:00:00",1.63,"P","America/Los_Angeles"
"3808","USGS","11022830","2024-10-10 16:15:00",1.63,"P","America/Los_Angeles"
"3809","USGS","11022830","2024-10-10 16:30:00",1.63,"P","America/Los_Angeles"
"3810","USGS","11022830","2024-10-10 16:45:00",1.63,"P","America/Los_Angeles"
"3811","USGS","11022830","2024-10-10 17:00:00",1.62,"P","America/Los_Angeles"
"3812","USGS","11022830","2024-10-10 17:15:00",1.62,"P","America/Los_Angeles"
"3813","USGS","11022830","2024-10-10 17:30:00",1.63,"P","America/Los_Angeles"
"3814","USGS","11022830","2024-10-10 17:45:00",1.62,"P","America/Los_Angeles"
"3815","USGS","11022830","2024-10-10 18:00:00",1.62,"P","America/Los_Angeles"
"3816","USGS","11022830","2024-10-10 18:15:00",1.63,"P","America/Los_Angeles"
"3817","USGS","11022830","2024-10-10 18:30:00",1.63,"P","America/Los_Angeles"
"3818","USGS","11022830","2024-10-10 18:45:00",1.63,"P","America/Los_Angeles"
"3819","USGS","11022830","2024-10-10 19:00:00",1.62,"P","America/Los_Angeles"
"3820","USGS","11022830","2024-10-10 19:15:00",1.63,"P","America/Los_Angeles"
"3821","USGS","11022830","2024-10-10 19:30:00",1.62,"P","America/Los_Angeles"
"3822","USGS","11022830","2024-10-10 19:45:00",1.62,"P","America/Los_Angeles"
"3823","USGS","11022830","2024-10-10 20:00:00",1.62,"P","America/Los_Angeles"
"3824","USGS","11022830","2024-10-10 20:15:00",1.63,"P","America/Los_Angeles"
"3825","USGS","11022830","2024-10-10 20:30:00",1.63,"P","America/Los_Angeles"
"3826","USGS","11022830","2024-10-10 20:45:00",1.63,"P","America/Los_Angeles"
"3827","USGS","11022830","2024-10-10 21:00:00",1.63,"P","America/Los_Angeles"
"3828","USGS","11022830","2024-10-10 21:15:00",1.63,"P","America/Los_Angeles"
"3829","USGS","11022830","2024-10-10 21:30:00",1.63,"P","America/Los_Angeles"
"3830","USGS","11022830","2024-10-10 21:45:00",1.63,"P","America/Los_Angeles"
"3831","USGS","11022830","2024-10-10 22:00:00",1.63,"P","America/Los_Angeles"
"3832","USGS","11022830","2024-10-10 22:15:00",1.64,"P","America/Los_Angeles"
"3833","USGS","11022830","2024-10-10 22:30:00",1.64,"P","America/Los_Angeles"
"3834","USGS","11022830","2024-10-10 22:45:00",1.64,"P","America/Los_Angeles"
"3835","USGS","11022830","2024-10-10 23:00:00",1.64,"P","America/Los_Angeles"
"3836","USGS","11022830","2024-10-10 23:15:00",1.64,"P","America/Los_Angeles"
"3837","USGS","11022830","2024-10-10 23:30:00",1.64,"P","America/Los_Angeles"
"3838","USGS","11022830","2024-10-10 23:45:00",1.64,"P","America/Los_Angeles"
"3839","USGS","11022830","2024-10-11 00:00:00",1.64,"P","America/Los_Angeles"
"3840","USGS","11022830","2024-10-11 00:15:00",1.64,"P","America/Los_Angeles"
"3841","USGS","11022830","2024-10-11 00:30:00",1.64,"P","America/Los_Angeles"
"3842","USGS","11022830","2024-10-11 00:45:00",1.64,"P","America/Los_Angeles"
"3843","USGS","11022830","2024-10-11 01:00:00",1.64,"P","America/Los_Angeles"
"3844","USGS","11022830","2024-10-11 01:15:00",1.64,"P","America/Los_Angeles"
"3845","USGS","11022830","2024-10-11 01:30:00",1.64,"P","America/Los_Angeles"
"3846","USGS","11022830","2024-10-11 01:45:00",1.64,"P","America/Los_Angeles"
"3847","USGS","11022830","2024-10-11 02:00:00",1.64,"P","America/Los_Angeles"
"3848","USGS","11022830","2024-10-11 02:15:00",1.64,"P","America/Los_Angeles"
"3849","USGS","11022830","2024-10-11 02:30:00",1.65,"P","America/Los_Angeles"
"3850","USGS","11022830","2024-10-11 02:45:00",1.64,"P","America/Los_Angeles"
"3851","USGS","11022830","2024-10-11 03:00:00",1.65,"P","America/Los_Angeles"
"3852","USGS","11022830","2024-10-11 03:15:00",1.65,"P","America/Los_Angeles"
"3853","USGS","11022830","2024-10-11 03:30:00",1.65,"P","America/Los_Angeles"
"3854","USGS","11022830","2024-10-11 03:45:00",1.65,"P","America/Los_Angeles"
"3855","USGS","11022830","2024-10-11 04:00:00",1.65,"P","America/Los_Angeles"
"3856","USGS","11022830","2024-10-11 04:15:00",1.65,"P","America/Los_Angeles"
"3857","USGS","11022830","2024-10-11 04:30:00",1.66,"P","America/Los_Angeles"
"3858","USGS","11022830","2024-10-11 04:45:00",1.66,"P","America/Los_Angeles"
"3859","USGS","11022830","2024-10-11 05:00:00",1.66,"P","America/Los_Angeles"
"3860","USGS","11022830","2024-10-11 05:15:00",1.65,"P","America/Los_Angeles"
"3861","USGS","11022830","2024-10-11 05:30:00",1.65,"P","America/Los_Angeles"
"3862","USGS","11022830","2024-10-11 05:45:00",1.65,"P","America/Los_Angeles"
"3863","USGS","11022830","2024-10-11 06:00:00",1.65,"P","America/Los_Angeles"
"3864","USGS","11022830","2024-10-11 06:15:00",1.65,"P","America/Los_Angeles"
"3865","USGS","11022830","2024-10-11 06:30:00",1.65,"P","America/Los_Angeles"
"3866","USGS","11022830","2024-10-11 06:45:00",1.66,"P","America/Los_Angeles"
"3867","USGS","11022830","2024-10-11 07:00:00",1.65,"P","America/Los_Angeles"
"3868","USGS","11022830","2024-10-11 07:15:00",1.66,"P","America/Los_Angeles"
"3869","USGS","11022830","2024-10-11 07:30:00",1.66,"P","America/Los_Angeles"
"3870","USGS","11022830","2024-10-11 07:45:00",1.66,"P","America/Los_Angeles"
"3871","USGS","11022830","2024-10-11 08:00:00",1.65,"P","America/Los_Angeles"
"3872","USGS","11022830","2024-10-11 08:15:00",1.66,"P","America/Los_Angeles"
"3873","USGS","11022830","2024-10-11 08:30:00",1.65,"P","America/Los_Angeles"
"3874","USGS","11022830","2024-10-11 08:45:00",1.66,"P","America/Los_Angeles"
"3875","USGS","11022830","2024-10-11 09:00:00",1.66,"P","America/Los_Angeles"
"3876","USGS","11022830","2024-10-11 09:15:00",1.65,"P","America/Los_Angeles"
"3877","USGS","11022830","2024-10-11 09:30:00",1.65,"P","America/Los_Angeles"
"3878","USGS","11022830","2024-10-11 09:45:00",1.65,"P","America/Los_Angeles"
"3879","USGS","11022830","2024-10-11 10:00:00",1.65,"P","America/Los_Angeles"
"3880","USGS","11022830","2024-10-11 10:15:00",1.66,"P","America/Los_Angeles"
"3881","USGS","11022830","2024-10-11 10:30:00",1.65,"P","America/Los_Angeles"
"3882","USGS","11022830","2024-10-11 10:45:00",1.66,"P","America/Los_Angeles"
"3883","USGS","11022830","2024-10-11 11:00:00",1.66,"P","America/Los_Angeles"
"3884","USGS","11022830","2024-10-11 11:15:00",1.65,"P","America/Los_Angeles"
"3885","USGS","11022830","2024-10-11 11:30:00",1.65,"P","America/Los_Angeles"
"3886","USGS","11022830","2024-10-11 11:45:00",1.65,"P","America/Los_Angeles"
"3887","USGS","11022830","2024-10-11 12:00:00",1.65,"P","America/Los_Angeles"
"3888","USGS","11022830","2024-10-11 12:15:00",1.65,"P","America/Los_Angeles"
"3889","USGS","11022830","2024-10-11 12:30:00",1.64,"P","America/Los_Angeles"
"3890","USGS","11022830","2024-10-11 12:45:00",1.64,"P","America/Los_Angeles"
"3891","USGS","11022830","2024-10-11 13:00:00",1.64,"P","America/Los_Angeles"
"3892","USGS","11022830","2024-10-11 13:15:00",1.64,"P","America/Los_Angeles"
"3893","USGS","11022830","2024-10-11 13:30:00",1.63,"P","America/Los_Angeles"
"3894","USGS","11022830","2024-10-11 13:45:00",1.63,"P","America/Los_Angeles"
"3895","USGS","11022830","2024-10-11 14:00:00",1.63,"P","America/Los_Angeles"
"3896","USGS","11022830","2024-10-11 14:15:00",1.63,"P","America/Los_Angeles"
"3897","USGS","11022830","2024-10-11 14:30:00",1.63,"P","America/Los_Angeles"
"3898","USGS","11022830","2024-10-11 14:45:00",1.63,"P","America/Los_Angeles"
"3899","USGS","11022830","2024-10-11 15:00:00",1.63,"P","America/Los_Angeles"
"3900","USGS","11022830","2024-10-11 15:15:00",1.63,"P","America/Los_Angeles"
"3901","USGS","11022830","2024-10-11 15:30:00",1.63,"P","America/Los_Angeles"
"3902","USGS","11022830","2024-10-11 15:45:00",1.63,"P","America/Los_Angeles"
"3903","USGS","11022830","2024-10-11 16:00:00",1.62,"P","America/Los_Angeles"
"3904","USGS","11022830","2024-10-11 16:15:00",1.63,"P","America/Los_Angeles"
"3905","USGS","11022830","2024-10-11 16:30:00",1.63,"P","America/Los_Angeles"
"3906","USGS","11022830","2024-10-11 16:45:00",1.63,"P","America/Los_Angeles"
"3907","USGS","11022830","2024-10-11 17:00:00",1.62,"P","America/Los_Angeles"
"3908","USGS","11022830","2024-10-11 17:15:00",1.63,"P","America/Los_Angeles"
"3909","USGS","11022830","2024-10-11 17:30:00",1.63,"P","America/Los_Angeles"
"3910","USGS","11022830","2024-10-11 17:45:00",1.62,"P","America/Los_Angeles"
"3911","USGS","11022830","2024-10-11 18:00:00",1.62,"P","America/Los_Angeles"
"3912","USGS","11022830","2024-10-11 18:15:00",1.62,"P","America/Los_Angeles"
"3913","USGS","11022830","2024-10-11 18:30:00",1.62,"P","America/Los_Angeles"
"3914","USGS","11022830","2024-10-11 18:45:00",1.63,"P","America/Los_Angeles"
"3915","USGS","11022830","2024-10-11 19:00:00",1.62,"P","America/Los_Angeles"
"3916","USGS","11022830","2024-10-11 19:15:00",1.62,"P","America/Los_Angeles"
"3917","USGS","11022830","2024-10-11 19:30:00",1.62,"P","America/Los_Angeles"
"3918","USGS","11022830","2024-10-11 19:45:00",1.62,"P","America/Los_Angeles"
"3919","USGS","11022830","2024-10-11 20:00:00",1.63,"P","America/Los_Angeles"
"3920","USGS","11022830","2024-10-11 20:15:00",1.63,"P","America/Los_Angeles"
"3921","USGS","11022830","2024-10-11 20:30:00",1.62,"P","America/Los_Angeles"
"3922","USGS","11022830","2024-10-11 20:45:00",1.63,"P","America/Los_Angeles"
"3923","USGS","11022830","2024-10-11 21:00:00",1.63,"P","America/Los_Angeles"
"3924","USGS","11022830","2024-10-11 21:15:00",1.63,"P","America/Los_Angeles"
"3925","USGS","11022830","2024-10-11 21:30:00",1.63,"P","America/Los_Angeles"
"3926","USGS","11022830","2024-10-11 21:45:00",1.63,"P","America/Los_Angeles"
"3927","USGS","11022830","2024-10-11 22:00:00",1.63,"P","America/Los_Angeles"
"3928","USGS","11022830","2024-10-11 22:15:00",1.64,"P","America/Los_Angeles"
"3929","USGS","11022830","2024-10-11 22:30:00",1.64,"P","America/Los_Angeles"
"3930","USGS","11022830","2024-10-11 22:45:00",1.64,"P","America/Los_Angeles"
"3931","USGS","11022830","2024-10-11 23:00:00",1.64,"P","America/Los_Angeles"
"3932","USGS","11022830","2024-10-11 23:15:00",1.64,"P","America/Los_Angeles"
"3933","USGS","11022830","2024-10-11 23:30:00",1.64,"P","America/Los_Angeles"
"3934","USGS","11022830","2024-10-11 23:45:00",1.64,"P","America/Los_Angeles"
"3935","USGS","11022830","2024-10-12 00:00:00",1.64,"P","America/Los_Angeles"
"3936","USGS","11022830","2024-10-12 00:15:00",1.64,"P","America/Los_Angeles"
"3937","USGS","11022830","2024-10-12 00:30:00",1.64,"P","America/Los_Angeles"
"3938","USGS","11022830","2024-10-12 00:45:00",1.64,"P","America/Los_Angeles"
"3939","USGS","11022830","2024-10-12 01:00:00",1.64,"P","America/Los_Angeles"
"3940","USGS","11022830","2024-10-12 01:15:00",1.64,"P","America/Los_Angeles"
"3941","USGS","11022830","2024-10-12 01:30:00",1.64,"P","America/Los_Angeles"
"3942","USGS","11022830","2024-10-12 01:45:00",1.64,"P","America/Los_Angeles"
"3943","USGS","11022830","2024-10-12 02:00:00",1.64,"P","America/Los_Angeles"
"3944","USGS","11022830","2024-10-12 02:15:00",1.64,"P","America/Los_Angeles"
"3945","USGS","11022830","2024-10-12 02:30:00",1.64,"P","America/Los_Angeles"
"3946","USGS","11022830","2024-10-12 02:45:00",1.64,"P","America/Los_Angeles"
"3947","USGS","11022830","2024-10-12 03:00:00",1.64,"P","America/Los_Angeles"
"3948","USGS","11022830","2024-10-12 03:15:00",1.64,"P","America/Los_Angeles"
"3949","USGS","11022830","2024-10-12 03:30:00",1.65,"P","America/Los_Angeles"
"3950","USGS","11022830","2024-10-12 03:45:00",1.65,"P","America/Los_Angeles"
"3951","USGS","11022830","2024-10-12 04:00:00",1.65,"P","America/Los_Angeles"
"3952","USGS","11022830","2024-10-12 04:15:00",1.65,"P","America/Los_Angeles"
"3953","USGS","11022830","2024-10-12 04:30:00",1.65,"P","America/Los_Angeles"
"3954","USGS","11022830","2024-10-12 04:45:00",1.65,"P","America/Los_Angeles"
"3955","USGS","11022830","2024-10-12 05:00:00",1.65,"P","America/Los_Angeles"
"3956","USGS","11022830","2024-10-12 05:15:00",1.65,"P","America/Los_Angeles"
"3957","USGS","11022830","2024-10-12 05:30:00",1.65,"P","America/Los_Angeles"
"3958","USGS","11022830","2024-10-12 05:45:00",1.65,"P","America/Los_Angeles"
"3959","USGS","11022830","2024-10-12 06:00:00",1.65,"P","America/Los_Angeles"
"3960","USGS","11022830","2024-10-12 06:15:00",1.65,"P","America/Los_Angeles"
"3961","USGS","11022830","2024-10-12 06:30:00",1.65,"P","America/Los_Angeles"
"3962","USGS","11022830","2024-10-12 06:45:00",1.65,"P","America/Los_Angeles"
"3963","USGS","11022830","2024-10-12 07:00:00",1.65,"P","America/Los_Angeles"
"3964","USGS","11022830","2024-10-12 07:15:00",1.65,"P","America/Los_Angeles"
"3965","USGS","11022830","2024-10-12 07:30:00",1.65,"P","America/Los_Angeles"
"3966","USGS","11022830","2024-10-12 07:45:00",1.65,"P","America/Los_Angeles"
"3967","USGS","11022830","2024-10-12 08:00:00",1.65,"P","America/Los_Angeles"
"3968","USGS","11022830","2024-10-12 08:15:00",1.65,"P","America/Los_Angeles"
"3969","USGS","11022830","2024-10-12 08:30:00",1.65,"P","America/Los_Angeles"
"3970","USGS","11022830","2024-10-12 08:45:00",1.65,"P","America/Los_Angeles"
"3971","USGS","11022830","2024-10-12 09:00:00",1.65,"P","America/Los_Angeles"
"3972","USGS","11022830","2024-10-12 09:15:00",1.65,"P","America/Los_Angeles"
"3973","USGS","11022830","2024-10-12 09:30:00",1.65,"P","America/Los_Angeles"
"3974","USGS","11022830","2024-10-12 09:45:00",1.64,"P","America/Los_Angeles"
"3975","USGS","11022830","2024-10-12 10:00:00",1.65,"P","America/Los_Angeles"
"3976","USGS","11022830","2024-10-12 10:15:00",1.64,"P","America/Los_Angeles"
"3977","USGS","11022830","2024-10-12 10:30:00",1.65,"P","America/Los_Angeles"
"3978","USGS","11022830","2024-10-12 10:45:00",1.65,"P","America/Los_Angeles"
"3979","USGS","11022830","2024-10-12 11:00:00",1.64,"P","America/Los_Angeles"
"3980","USGS","11022830","2024-10-12 11:15:00",1.64,"P","America/Los_Angeles"
"3981","USGS","11022830","2024-10-12 11:30:00",1.64,"P","America/Los_Angeles"
"3982","USGS","11022830","2024-10-12 11:45:00",1.64,"P","America/Los_Angeles"
"3983","USGS","11022830","2024-10-12 12:00:00",1.64,"P","America/Los_Angeles"
"3984","USGS","11022830","2024-10-12 12:15:00",1.64,"P","America/Los_Angeles"
"3985","USGS","11022830","2024-10-12 12:30:00",1.63,"P","America/Los_Angeles"
"3986","USGS","11022830","2024-10-12 12:45:00",1.64,"P","America/Los_Angeles"
"3987","USGS","11022830","2024-10-12 13:00:00",1.63,"P","America/Los_Angeles"
"3988","USGS","11022830","2024-10-12 13:15:00",1.63,"P","America/Los_Angeles"
"3989","USGS","11022830","2024-10-12 13:30:00",1.63,"P","America/Los_Angeles"
"3990","USGS","11022830","2024-10-12 13:45:00",1.63,"P","America/Los_Angeles"
"3991","USGS","11022830","2024-10-12 14:00:00",1.63,"P","America/Los_Angeles"
"3992","USGS","11022830","2024-10-12 14:15:00",1.63,"P","America/Los_Angeles"
"3993","USGS","11022830","2024-10-12 14:30:00",1.63,"P","America/Los_Angeles"
"3994","USGS","11022830","2024-10-12 14:45:00",1.62,"P","America/Los_Angeles"
